question_uid,parliament,session,question_number,question_sitting_day,question_date,question_title,asker_name,asker_riding,number_of_responses
41-2-503,41,2,503,86,2014-05-13,Azodicarbonamide use,Mr. Allen,Welland,1
41-2-504,41,2,504,87,2014-05-14,Parks Passport program,Ms. Leslie,Halifax,1
41-2-505,41,2,505,87,2014-05-14,Canadian Armed Forces clinics,Ms. Murray,Vancouver Quadra,1
41-2-506,41,2,506,88,2014-05-15,Department of Finance gender-based analyses,Ms. Nash,Parkdale—High Park,1
41-2-507,41,2,507,88,2014-05-15,Parks Canada study,Mr. Choquette,Drummond,1
41-2-508,41,2,508,89,2014-05-22,Temporary personnel services,Mr. Dewar,Ottawa Centre,1
41-2-509,41,2,509,89,2014-05-22,Petroleum coke,Mr. Masse,Windsor West,1
41-2-510,41,2,510,89,2014-05-22,Environment Canada and Fisheries and Oceans Canada,Mr. Masse,Windsor West,1
41-2-511,41,2,511,89,2014-05-22,Internet and telecom subscriber data,Mr. Cotler,Mount Royal,1
41-2-512,41,2,512,89,2014-05-22,Department of Justice research,Mr. Casey,Charlottetown,1
41-2-513,41,2,513,89,2014-05-22,Bill C-22,Ms. May,Saanich—Gulf Islands,1
41-2-514,41,2,514,90,2014-05-26,Public Prosecution Service of Canada,Mr. Simms,Bonavista—Gander—Grand Falls—Windsor,1
41-2-515,41,2,515,90,2014-05-26,Correspondence with federally registered political parties,Mr. Simms,Bonavista—Gander—Grand Falls—Windsor,1
41-2-516,41,2,516,91,2014-05-27,Building Canada Fund,Mr. Goodale,Wascana,1
41-2-517,41,2,517,91,2014-05-27,Non-refundable tax credits,Mr. Goodale,Wascana,1
41-2-518,41,2,518,92,2014-05-28,Promotion of Canada's travel and tourism,Mr. Thibeault,Sudbury,1
41-2-519,41,2,519,92,2014-05-28,Hiring Credit for Small Business,Mr. Thibeault,Sudbury,1
41-2-520,41,2,520,92,2014-05-28,Ministers' Regional Offices,Mr. Casey,Charlottetown,1
41-2-521,41,2,521,94,2014-05-30,Statistics Canada,Mr. Hsu,Kingston and the Islands,1
41-2-522,41,2,522,94,2014-05-30,Government aircraft,Mr. Angus,Timmins—James Bay,2
41-2-523,41,2,523,94,2014-05-30,Litigation and statutory validity,Mr. Casey,Charlottetown,1
41-2-524,41,2,524,94,2014-05-30,Employment and Social Development Canada,Ms. St-Denis,Saint-Maurice—Champlain,1
41-2-525,41,2,525,94,2014-05-30,Citizenship and Immigration Canada,Ms. St-Denis,Saint-Maurice—Champlain,1
41-2-526,41,2,526,94,2014-05-30,Industry Canada,Ms. St-Denis,Saint-Maurice—Champlain,1
41-2-527,41,2,527,94,2014-05-30,Parks Canada,Ms. St-Denis,Saint-Maurice—Champlain,1
41-2-528,41,2,528,94,2014-05-30,Natural Resources Canada,Mr. MacAulay,Cardigan,2
41-2-529,41,2,529,94,2014-05-30,Royal Canadian Mounted Police,Mr. MacAulay,Cardigan,1
41-2-530,41,2,530,94,2014-05-30,Public Prosecution Service of Canada,Mr. MacAulay,Cardigan,1
41-2-531,41,2,531,94,2014-05-30,Bill C-23,Mr. Dion,Saint-Laurent—Cartierville,1
41-2-532,41,2,532,94,2014-05-30,Media monitoring,Mr. Eyking,Sydney—Victoria,1
41-2-533,41,2,533,94,2014-05-30,Government communications,Mr. Eyking,Sydney—Victoria,1
41-2-534,41,2,534,95,2014-06-02,Government spending in Burnaby—Douglas,Mr. Stewart,Burnaby—Douglas,1
41-2-535,41,2,535,95,2014-06-02,Government funding in Quebec,Ms. Papillon,Québec,1
41-2-536,41,2,536,95,2014-06-02,Government employees,Ms. Papillon,Québec,1
41-2-537,41,2,537,95,2014-06-02,Kashechewan First Nation,Mr. Angus,Timmins—James Bay,1
41-2-538,41,2,538,96,2014-06-03,Nigerian schoolgirls,Ms. Duncan,Etobicoke North,1
41-2-539,41,2,539,96,2014-06-03,Export permits,Mr. Hyer,Thunder Bay—Superior North,1
41-2-540,41,2,540,96,2014-06-03,Operations of the RCMP in High River,Mr. Reid,Lanark—Frontenac—Lennox and Addington,1
41-2-541,41,2,541,96,2014-06-03,Operations of the RCMP in High River,Mr. Reid,Lanark—Frontenac—Lennox and Addington,1
41-2-542,41,2,542,96,2014-06-03,Maternal newborn and child health,Ms. Duncan,Etobicoke North,1
41-2-543,41,2,543,96,2014-06-03,Appointment of Justice Clément Gascon,Mr. Cotler,Mount Royal,1
41-2-544,41,2,544,97,2014-06-04,Railway grain transportation,Mr. Goodale,Wascana,1
41-2-545,41,2,545,97,2014-06-04,Post offices,Ms. Foote,Random—Burin—St. George's,1
41-2-546,41,2,546,97,2014-06-04,Veterans Affairs Canada,Ms. Foote,Random—Burin—St. George's,1
41-2-547,41,2,547,97,2014-06-04,National Day of Honour,Ms. Foote,Random—Burin—St. George's,1
41-2-548,41,2,548,97,2014-06-04,Advertising,Mr. Valeriote,Guelph,1
41-2-549,41,2,549,97,2014-06-04,Export of military goods and technology,Mr. Garneau,Westmount—Ville-Marie,1
41-2-550,41,2,550,97,2014-06-04,Government assets,Mr. LeBlanc,Beauséjour,1
41-2-551,41,2,551,97,2014-06-04,Public Works and Government Services Canada,Mr. LeBlanc,Beauséjour,1
41-2-552,41,2,552,97,2014-06-04,Announcement backdrops,Mr. LeBlanc,Beauséjour,1
41-2-553,41,2,553,97,2014-06-04,National parks and historic sites,Mr. Easter,Malpeque,1
41-2-554,41,2,554,97,2014-06-04,Briefing materials for deputy heads,Mr. Easter,Malpeque,1
41-2-555,41,2,555,97,2014-06-04,Briefing materials for Assistant Deputy Ministers,Mr. Pacetti,Saint-Léonard—Saint-Michel,1
41-2-556,41,2,556,97,2014-06-04,Government advertising,Mr. Easter,Malpeque,1
41-2-557,41,2,557,97,2014-06-04,Veterans Affairs Canada,Mr. Lamoureux,Winnipeg North,1
41-2-558,41,2,558,97,2014-06-04,National Defence and Canadian Armed Forces,Mr. Lamoureux,Winnipeg North,1
41-2-559,41,2,559,97,2014-06-04,Government answers to written questions,Mr. Lamoureux,Winnipeg North,1
41-2-560,41,2,560,97,2014-06-04,Western Economic Diversification Canada,Mr. Lamoureux,Winnipeg North,1
41-2-561,41,2,561,97,2014-06-04,Veterans Affairs Canada,Mr. Regan,Halifax West,1
41-2-562,41,2,562,97,2014-06-04,Veterans Charter,Mr. Regan,Halifax West,1
41-2-563,41,2,563,97,2014-06-04,Media monitoring,Mr. McCallum,Markham—Unionville,1
41-2-564,41,2,564,97,2014-06-04,Briefing documents,Mr. McCallum,Markham—Unionville,1
41-2-565,41,2,565,97,2014-06-04,Immigration commitments,Mr. McCallum,Markham—Unionville,1
41-2-566,41,2,566,98,2014-06-05,Deficit Reduction Action Plan,Mr. MacAulay,Cardigan,1
41-2-567,41,2,567,98,2014-06-05,Departmental procurement,Mr. Regan,Halifax West,1
41-2-568,41,2,568,98,2014-06-05,DSC/Fiscal Arbitrators,Mr. Rankin,Victoria,1
41-2-569,41,2,569,98,2014-06-05,Old Age Security,Mr. Rankin,Victoria,1
41-2-570,41,2,570,98,2014-06-05,Canada Pension Plan pension and benefit appeals,Mr. Rankin,Victoria,1
41-2-571,41,2,571,98,2014-06-05,Seismic testing,Mr. Cleary,St. John's South—Mount Pearl,1
41-2-572,41,2,572,98,2014-06-05,Citations issued in Canadian waters,Mr. Cleary,St. John's South—Mount Pearl,1
41-2-573,41,2,573,98,2014-06-05,Hibernia,Mr. Cleary,St. John's South—Mount Pearl,1
41-2-574,41,2,574,98,2014-06-05,National Historic Sites,Mr. Cleary,St. John's South—Mount Pearl,1
41-2-575,41,2,575,98,2014-06-05,Global Partnership for Effective Development Co-operation,Ms. Sgro,York West,1
41-2-576,41,2,576,98,2014-06-05,National Day of Honour,Ms. Sgro,York West,1
41-2-577,41,2,577,98,2014-06-05,Deportation of foreign nationals,Ms. Sgro,York West,1
41-2-578,41,2,578,98,2014-06-05,Clean Energy Ministerial,Ms. Sgro,York West,1
41-2-579,41,2,579,98,2014-06-05,Canadian official delegations to Ukraine,Ms. Freeland,Toronto Centre,1
41-2-580,41,2,580,98,2014-06-05,Government Operations Centre,Mr. Brison,Kings—Hants,1
41-2-581,41,2,581,98,2014-06-05,Organization of American States,Mr. Brison,Kings—Hants,1
41-2-582,41,2,582,98,2014-06-05,Government-issued credit cards,Mr. Brison,Kings—Hants,1
41-2-583,41,2,583,98,2014-06-05,Advertising,Mr. Brison,Kings—Hants,1
41-2-584,41,2,584,98,2014-06-05,Advertising,Mr. Dubourg,Bourassa,1
41-2-585,41,2,585,98,2014-06-05,Real property management,Mr. Dubourg,Bourassa,1
41-2-586,41,2,586,98,2014-06-05,Government procurement,Mr. Dubourg,Bourassa,2
41-2-587,41,2,587,98,2014-06-05,Bank notes,Mr. Dubourg,Bourassa,1
41-2-588,41,2,588,98,2014-06-05,Corrections,Ms. Jones,Labrador,1
41-2-589,41,2,589,98,2014-06-05,National Defence,Ms. Jones,Labrador,1
41-2-590,41,2,590,98,2014-06-05,Legal action against the Government of Canada,Mr. Valeriote,Guelph,1
41-2-591,41,2,591,98,2014-06-05,Leaks,Mr. Cotler,Mount Royal,1
41-2-592,41,2,592,98,2014-06-05,Translation Bureau,Mr. Dion,Saint-Laurent—Cartierville,1
41-2-593,41,2,593,98,2014-06-05,Yekau Lake Practice Bombing Range,Mr. Dion,Saint-Laurent—Cartierville,1
41-2-594,41,2,594,98,2014-06-05,Government communications,Mr. Dion,Saint-Laurent—Cartierville,1
41-2-595,41,2,595,100,2014-06-09,Uncollected fines and administrative monetary penalties,Mr. Thibeault,Sudbury,1
41-2-596,41,2,596,100,2014-06-09,Economic Development Agency of Canada,Mr. Pacetti,Saint-Léonard—Saint-Michel,1
41-2-597,41,2,597,100,2014-06-09,"Maternal, Newborn and Child Health Summit",Ms. Laverdière,Laurier—Sainte-Marie,1
41-2-598,41,2,598,100,2014-06-09,Canada's funding and participation within the UN,Ms. Laverdière,Laurier—Sainte-Marie,1
41-2-599,41,2,599,101,2014-06-10,9 Wing Gander,Mr. Simms,Bonavista—Gander—Grand Falls—Windsor,1
41-2-600,41,2,600,101,2014-06-10,Correctional Service Canada,Mr. Hsu,Kingston and the Islands,1
41-2-601,41,2,601,101,2014-06-10,Canada's climate-change policy,Mr. McKay,Scarborough—Guildwood,1
41-2-602,41,2,602,101,2014-06-10,Canada Day 2014,Mr. Byrne,Humber—St. Barbe—Baie Verte,1
41-2-603,41,2,603,101,2014-06-10,Anti-spam legislation,Mr. Cuzner,Cape Breton—Canso,1
41-2-604,41,2,604,101,2014-06-10,Never Forgotten National Memorial,Mr. Cuzner,Cape Breton—Canso,1
41-2-605,41,2,605,101,2014-06-10,Capital Infocentre,Mr. McGuinty,Ottawa South,1
41-2-606,41,2,606,101,2014-06-10,Marine Atlantic Incorporated,Mr. Andrews,Avalon,1
41-2-607,41,2,607,101,2014-06-10,Marine Atlantic Incorporated,Mr. Andrews,Avalon,1
41-2-608,41,2,608,101,2014-06-10,Canadian Forces Fighter Capability,Ms. Murray,Vancouver Quadra,1
41-2-609,41,2,609,102,2014-06-11,Minister of Transport announcement,Mr. Andrews,Avalon,1
41-2-610,41,2,610,102,2014-06-11,Department of Fisheries and Oceans,Mr. Andrews,Avalon,1
41-2-611,41,2,611,102,2014-06-11,Travel claims,Mr. Casey,Charlottetown,1
41-2-612,41,2,612,102,2014-06-11,Rouge National Urban Park,Ms. Sitsabaiesan,Scarborough—Rouge River,1
41-2-613,41,2,613,102,2014-06-11,Nuclear Liability and Compensation Act,Ms. May,Saanich—Gulf Islands,1
41-2-614,41,2,614,103,2014-06-12,Responsibility to Protect,Ms. Duncan,Etobicoke North,1
41-2-615,41,2,615,103,2014-06-12,Canada Border Services Agency,Mr. Easter,Malpeque,1
41-2-616,41,2,616,104,2014-06-13,Government Operations Centre,Mr. McGuinty,Ottawa South,1
41-2-617,41,2,617,104,2014-06-13,Survey on prostitution,Mr. McGuinty,Ottawa South,1
41-2-618,41,2,618,104,2014-06-13,Social Security Tribunal,Mr. Cuzner,Cape Breton—Canso,1
41-2-619,41,2,619,105,2014-06-16,Regulations published in the Canada Gazette,Mr. Goodale,Wascana,1
41-2-620,41,2,620,105,2014-06-16,Seal industry,Mr. Simms,Bonavista—Gander—Grand Falls—Windsor,1
41-2-621,41,2,621,105,2014-06-16,Directory of Federal Real Property,Mr. Hsu,Kingston and the Islands,1
41-2-622,41,2,622,106,2014-06-17,Canadian Radio-television and Telecommunications Commission directives,Mr. Pacetti,Saint-Léonard—Saint-Michel,1
41-2-623,41,2,623,106,2014-06-17,Canadian Radio-television and Telecommunications Commission directives,Mr. Pacetti,Saint-Léonard—Saint-Michel,1
41-2-624,41,2,624,106,2014-06-17,High-speed Internet access,Mr. Hsu,Kingston and the Islands,1
41-2-625,41,2,625,107,2014-06-18,Bottled water advisories in First Nation communities,Mr. Angus,Timmins—James Bay,1
41-2-626,41,2,626,107,2014-06-18,Administration of the Access to Information Act,Ms. Freeland,Toronto Centre,1
41-2-627,41,2,627,107,2014-06-18,Government funding in the province of Ontario,Ms. Freeland,Toronto Centre,1
41-2-628,41,2,628,107,2014-06-18,Syrian Civil War,Ms. Blanchette-Lamothe,Pierrefonds—Dollard,1
41-2-629,41,2,629,107,2014-06-18,Refugees,Ms. Blanchette-Lamothe,Pierrefonds—Dollard,1
41-2-630,41,2,630,107,2014-06-18,Requests to telecommunications service providers,Ms. Borg,Terrebonne—Blainville,1
41-2-631,41,2,631,107,2014-06-18,Athabasca River,Mr. Scarpaleggia,Lac-Saint-Louis,1
41-2-632,41,2,632,107,2014-06-18,Safety of drug compounds,Mr. Scarpaleggia,Lac-Saint-Louis,1
41-2-633,41,2,633,107,2014-06-18,Correctional Service of Canada,Mr. Eyking,Sydney—Victoria,1
41-2-634,41,2,634,107,2014-06-18,Government funding in Nova Scotia,Mr. Eyking,Sydney—Victoria,1
41-2-635,41,2,635,107,2014-06-18,Government funding in Newfoundland and Labrador,Ms. Foote,Random—Burin—St. George's,1
41-2-636,41,2,636,107,2014-06-18,Government telecommunications,Mr. Regan,Halifax West,1
41-2-637,41,2,637,107,2014-06-18,Government funding in New Brunswick,Mr. LeBlanc,Beauséjour,1
41-2-638,41,2,638,107,2014-06-18,Legislation concerning electronic means of communication,Mr. McKay,Scarborough—Guildwood,1
41-2-639,41,2,639,107,2014-06-18,Government funding in British Columbia,Mr. McKay,Scarborough—Guildwood,1
41-2-640,41,2,640,107,2014-06-18,Royal Canadian Mounted Police,Mr. Garneau,Westmount—Ville-Marie,1
41-2-641,41,2,641,107,2014-06-18,Government funding in Quebec,Mr. Garneau,Westmount—Ville-Marie,1
41-2-642,41,2,642,107,2014-06-18,Government funding in Yukon,Ms. Bennett,St. Paul's,2
41-2-643,41,2,643,107,2014-06-18,Government funding in Nunavut,Ms. Bennett,St. Paul's,2
41-2-644,41,2,644,107,2014-06-18,Government funding in the Northwest Territories,Ms. Bennett,St. Paul's,2
41-2-645,41,2,645,108,2014-06-19,Comprehensive Economic and Trade Agreement,Ms. Freeland,Toronto Centre,1
41-2-646,41,2,646,108,2014-06-19,Government funding,Ms. Murray,Vancouver Quadra,1
41-2-647,41,2,647,108,2014-06-19,Government funding,Ms. Murray,Vancouver Quadra,1
41-2-648,41,2,648,108,2014-06-19,Government funding,Mr. McGuinty,Ottawa South,1
41-2-649,41,2,649,108,2014-06-19,Internal trade barriers,Mr. Valeriote,Guelph,1
41-2-650,41,2,650,108,2014-06-19,Government software,Mr. Valeriote,Guelph,1
41-2-651,41,2,651,108,2014-06-19,Northern Gateway Project,Mr. Trudeau,Papineau,1
41-2-652,41,2,652,108,2014-06-19,Alzheimer’s disease and related dementias,Ms. Duncan,Etobicoke North,1
41-2-653,41,2,653,108,2014-06-19,Order Paper Questions,Mr. Carmichael,Don Valley West,1
41-2-654,41,2,654,109,2014-09-11,Rouge National Urban Park,Mr. McKay,Scarborough—Guildwood,1
41-2-655,41,2,655,109,2014-09-11,Venture Capital Action Plan,Mr. Bélanger,Ottawa—Vanier,1
41-2-656,41,2,656,109,2014-09-11,National Conservation Plan,Mr. Scarpaleggia,Lac-Saint-Louis,1
41-2-657,41,2,657,109,2014-09-11,Radioactive material,Mr. Hyer,Thunder Bay—Superior North,1
41-2-658,41,2,658,109,2014-09-11,Rockcliffe Parkway,Mr. Bélanger,Ottawa—Vanier,1
41-2-659,41,2,659,109,2014-09-11,Government spending in Hamilton East—Stoney Creek,Mr. Marston,Hamilton East—Stoney Creek,1
41-2-660,41,2,660,110,2014-09-15,Old Age Security and Canada Pension Plan call centres,Ms. Sims,Newton—North Delta,1
41-2-661,41,2,661,110,2014-09-15,Advisory Panel on Labour Market Information Report,Ms. Sims,Newton—North Delta,1
41-2-662,41,2,662,110,2014-09-15,Employment Insurance,Ms. Sims,Newton—North Delta,1
41-2-663,41,2,663,110,2014-09-15,Social Security Tribunal,Ms. Sims,Newton—North Delta,1
41-2-664,41,2,664,110,2014-09-15,Employment Insurance,Mr. Chisholm,Dartmouth—Cole Harbour,1
41-2-665,41,2,665,110,2014-09-15,Funding applications,Mr. Thibeault,Sudbury,1
41-2-666,41,2,666,111,2014-09-16,Public private partnerships,Mr. Goodale,Wascana,1
41-2-667,41,2,667,111,2014-09-16,Weather services,Mr. Goodale,Wascana,1
41-2-668,41,2,668,111,2014-09-16,Fryer Island Dam,Mr. Dubé,Chambly—Borduas,1
41-2-669,41,2,669,111,2014-09-16,Cape Breton Regional Municipality and Victoria County,Mr. Eyking,Sydney—Victoria,1
41-2-670,41,2,670,111,2014-09-16,Department of Canadian Heritage,Mr. Nantel,Longueuil—Pierre-Boucher,1
41-2-671,41,2,671,112,2014-09-18,Advanced Manufacturing Fund,Ms. Nash,Parkdale—High Park,1
41-2-672,41,2,672,112,2014-09-18,Briefing documents,Mr. Cuzner,Cape Breton—Canso,1
41-2-673,41,2,673,112,2014-09-18,Government communications,Mr. Cuzner,Cape Breton—Canso,1
41-2-674,41,2,674,112,2014-09-18,Government communications,Mr. McKay,Scarborough—Guildwood,1
41-2-675,41,2,675,112,2014-09-18,Briefing documents,Mr. Pacetti,Saint-Léonard—Saint-Michel,1
41-2-676,41,2,676,112,2014-09-18,Briefing documents,Mr. Pacetti,Saint-Léonard—Saint-Michel,1
41-2-677,41,2,677,112,2014-09-18,Advertising,Mr. Pacetti,Saint-Léonard—Saint-Michel,1
41-2-678,41,2,678,112,2014-09-18,Canada Labour Code,Mr. Cuzner,Cape Breton—Canso,1
41-2-679,41,2,679,112,2014-09-18,Ebola outbreak,Ms. Duncan,Etobicoke North,1
41-2-680,41,2,680,113,2014-09-19,Transshipment of endangered fin whale,Mr. Mai,Brossard—La Prairie,1
41-2-681,41,2,681,113,2014-09-19,Service Canada,Mr. Chan,Scarborough—Agincourt,1
41-2-682,41,2,682,113,2014-09-19,Federal Economic Development Agency for Southern Ontario,Mr. Chan,Scarborough—Agincourt,1
41-2-683,41,2,683,113,2014-09-19,Federal Economic Development Initiative for Northern Ontario,Mr. Chan,Scarborough—Agincourt,1
41-2-684,41,2,684,114,2014-09-22,Cost of question,Mr. Ravignat,Pontiac,1
41-2-685,41,2,685,114,2014-09-22,Project Ojibwa,Ms. Duncan,Etobicoke North,1
41-2-686,41,2,686,114,2014-09-22,Government funding,Ms. Sgro,York West,1
41-2-687,41,2,687,114,2014-09-22,Government funding,Mr. McCallum,Markham—Unionville,1
41-2-688,41,2,688,114,2014-09-22,Government funding,Mr. Brison,Kings—Hants,1
41-2-689,41,2,689,114,2014-09-22,Government funding,Mr. Easter,Malpeque,1
41-2-690,41,2,690,114,2014-09-22,Government funding,Mr. Garneau,Westmount—Ville-Marie,1
41-2-691,41,2,691,114,2014-09-22,Government funding,Ms. Bennett,St. Paul's,1
41-2-692,41,2,692,114,2014-09-22,Government funding,Mr. McKay,Scarborough—Guildwood,1
41-2-693,41,2,693,114,2014-09-22,Government funding,Mr. Casey,Charlottetown,1
41-2-694,41,2,694,114,2014-09-22,Government funding,Ms. Fry,Vancouver Centre,1
41-2-695,41,2,695,114,2014-09-22,Government funding,Mr. Valeriote,Guelph,1
41-2-696,41,2,696,114,2014-09-22,Government funding,Mr. Simms,Bonavista—Gander—Grand Falls—Windsor,1
41-2-697,41,2,697,114,2014-09-22,Government funding,Mr. Hsu,Kingston and the Islands,1
41-2-698,41,2,698,114,2014-09-22,Government funding,Mr. Eyking,Sydney—Victoria,1
41-2-699,41,2,699,114,2014-09-22,Government funding,Mr. MacAulay,Cardigan,1
41-2-700,41,2,700,115,2014-09-23,Field trials,Mr. Allen,Welland,1
41-2-701,41,2,701,115,2014-09-23,Foreign trawlers,Mr. Cleary,St. John's South—Mount Pearl,1
41-2-702,41,2,702,115,2014-09-23,Recreation and food fishery,Mr. Cleary,St. John's South—Mount Pearl,1
41-2-703,41,2,703,115,2014-09-23,Fishery policy,Mr. Cleary,St. John's South—Mount Pearl,1
41-2-704,41,2,704,115,2014-09-23,Veterans Affairs,Mr. Cleary,St. John's South—Mount Pearl,1
41-2-705,41,2,705,115,2014-09-23,Canadian Armed Forces clinics,Ms. Murray,Vancouver Quadra,1
41-2-706,41,2,706,115,2014-09-23,Canadian Armed Forces,Ms. Murray,Vancouver Quadra,1
41-2-707,41,2,707,115,2014-09-23,Government funding,Mr. Regan,Halifax West,1
41-2-708,41,2,708,115,2014-09-23,Government funding,Mr. Dubourg,Bourassa,1
41-2-709,41,2,709,115,2014-09-23,Government funding,Mr. Cuzner,Cape Breton—Canso,1
41-2-710,41,2,710,115,2014-09-23,Government funding,Ms. Foote,Random—Burin—St. George's,1
41-2-711,41,2,711,115,2014-09-23,Government funding,Ms. St-Denis,Saint-Maurice—Champlain,1
41-2-712,41,2,712,115,2014-09-23,Recreational fisheries conservation,Ms. Foote,Random—Burin—St. George's,1
41-2-713,41,2,713,115,2014-09-23,Government office space,Mr. Chan,Scarborough—Agincourt,1
41-2-714,41,2,714,116,2014-09-24,Government funding,Mr. Masse,Windsor West,1
41-2-715,41,2,715,116,2014-09-24,Deficit Reduction Action Plan,Mr. MacAulay,Cardigan,1
41-2-716,41,2,716,116,2014-09-24,Deficit Reduction Action Plan,Mr. MacAulay,Cardigan,1
41-2-717,41,2,717,116,2014-09-24,Government funding,Mr. Lamoureux,Winnipeg North,1
41-2-718,41,2,718,116,2014-09-24,Government funding,Mr. Lamoureux,Winnipeg North,1
41-2-719,41,2,719,116,2014-09-24,Government funding,Mr. Lamoureux,Winnipeg North,1
41-2-720,41,2,720,117,2014-09-25,Ocean acidification,Mr. MacAulay,Cardigan,1
41-2-721,41,2,721,117,2014-09-25,Correctional Service Canada,Mr. Hsu,Kingston and the Islands,1
41-2-722,41,2,722,117,2014-09-25,Service Canada,Mr. Hsu,Kingston and the Islands,1
41-2-723,41,2,723,117,2014-09-25,Transport Canada,Mr. Simms,Bonavista—Gander—Grand Falls—Windsor,1
41-2-724,41,2,724,118,2014-09-26,Government funding,Mr. Andrews,Avalon,1
